Dwight_Gooden
Cecil_Madigan
John_B._McNair
Fridolin_von_Senger_und_Etterlin
Hugh_Ward_(bacteriologist)
Edmund_Herring
Edmund_Britten_Jones
Brand_Blanshard
Henry_Brose
Oliver_Carmichael
Clive_Carruthers
Frank_Kerr_(footballer)
John_W._Kyle
George_Bernard_Noble
Vyvyan_Pearse
Georg_Rosen_(1895%E2%80%931961)
Norman_Taber
Harvie_Branscomb
Charles_R._Clason
Jackie_de_Villiers
Cyrus_Stokes_Gentry
Paul_Homan
Norman_Manley
Wilder_Penfield
Edgar_Rochette
Walter_Crawford
E._V._Gordon
Wilfrid_Kent_Hughes
Henry_Grattan_Nolan
F.E._Williams
Miner_Searle_Bates
Edward_Berry_(soldier)
Robert_P._T._Coffin
Malcolm_Mercer_Hollett
Howard_Rayner
Hugh_Cairns_(surgeon)
Thane_Campbell
Sherwood_Lett
John_O._Moseley
Kenneth_Bailey_(lawyer)
Guy_Blaikie
Clifford_Durr
Terence_MacDermot
Stanley_Pargellis
Fred_Paterson
Norman_McLeod_Rogers
John_Monk_Saunders
Jacobus_Duminy
Roland_Michener
Francis_Pickens_Miller
Robert_Clarkson_Tredgold
Arthur_Wesley_Wheen
Bill_Airey
Robert_Barbour_(cricketer)
George_Estabrooks
Keith_Hancock_(historian)
John_Marshall_Harlan_II
John_Nicolson_(South_African_cricketer)
F._R._Scott
Vernon_Treatt
Arthur_Vidrine
Joseph_A._Brandt
Howard_Florey
John_Farquhar_Fulton
J._King_Gordon
Loyd_Haberly
Albert_C._Jacobs
Alan_Watt_(diplomat)
George_Aitken_(rugby_union)
Bertrand_Harris_Bronson
John_Lowe_(Dean_of_Christ_Church)
Lindsay_Tasman_Ride
William_Stevenson_(athlete)
Alan_Valentine
Francis_Fergusson
"Robert_Hall,_Baron_Roberthall"
Arnold_Heeney
Leonard_Huxley_(physicist)
David_Johnson_(Canadian_runner)
F._O._Matthiessen
A._Hyatt_Mayor
Edgar_McInnis
Noel_Newton_Nethersole
"Arthur_Porritt,_Baron_Porritt"
Norman_Robertson
Charles_S._Abbot
Robert_Brode
William_Walton_Butterworth
Hervey_M._Cleckley
James_Corry_(academic)
J._N._Findlay
Otis_Hamilton_Lee
Reginald_Sholl
Donald_Alfred_Stauffer
P._R._Stephensen
Arthur_D._Bond
Jack_Dunning
John_Carew_Eccles
J._William_Fulbright
Mason_Hammond
E._Wilson_Lyon
John_W._Olmsted
Douglas_V._Steere
Robert_J._Van_de_Graaff
William_S._Vaughn
Roland_Wilson_(economist)
Erwin_Canham
Gordon_Keith_Chalmers
Eugene_Forsey
John_Hood_(diplomat)
Colin_Melville
Nathan_Parker_(American_football)
George_Whitecross_Paton
George_Pfann
Karl_E._Young
Noel_Bayliss
Hugh_Beadle
Andrew_V._Corry
Wilfrid_Kalaugher
Myres_S._McDougal
Escott_Reid
William_Everett_Derryberry
Bergen_Evans
Clyde_Kluckhohn
Harlan_D._Logan
Holbrook_Mann_MacNeille
Ronald_Martland
John_Platts-Mills
Allen_Walker_Read
James_Sinclair_(politician)
Pieter_van_der_Bijl
Robert_Penn_Warren
Dixon_Wecter
Armistead_L._Boothe
Cleanth_Brooks
John_K._Fairbank
Frederick_L._Hovde
Malcolm_A._MacIntyre
George_Stanley
George_Thomas_Washington
Kenneth_Wheare
Franklin_Folsom
Brian_Hone
Emory_Lindquist
Charles_Herbert_Little
E._F._Schumacher
John_Paul_Scott_(geneticist)
Carl_Albert
Charles_H._Bonesteel_III
James_Elliott_Coyne
Bram_Fischer
James_Alexander_Gibson
Alfred_Hayes_(banker)
Ted_Jolliffe
John_La_Nauze
Jack_Lovelock
Brian_Gilmore_Maegraith
Dean_Rusk
Ferdinand_Stone
Adam_von_Trott_zu_Solz
Samuel_Beer
James_Munro_Bertram
Geoffrey_Cox_(journalist)
Charles_J._Hitch
Evelyn_Hone
Willmoore_Kendall
Arthur_Larson
David_Lewis_(Canadian_politician)
James_McCormack
Edward_McCourt
W._L._Morton
Don_K._Price
Howland_H._Sargeant
James_Burrowes
Merrimon_Cuninggim
Wilson_Homer_Elkins
Ivan_A._Getting
Lincoln_Gordon
Charlton_Hinman
Francis_Leddy
William_McRae
Thomas_C._Mendenhall_(historian)
Raymond_Pruitt
Dudley_Spurling
Daniel_J._Boorstin
Eugene_T._Booth
Mac_Cooper
Norman_Davis_(academic)
Hedley_Donovan
Max_Gluckman
Chauncy_Harris
Wilbur_Jackett
George_C._McGhee
Patrick_McTaggart-Cowan
Ian_Milner
John_B._Oakes
Thornton_Leigh_Page
Lawrence_Pyke
John_Templeton
Charles_A._Bane
Bill_Bradfield
Lionel_Cooper_(mathematician)
John_Espey
Henry_Fowler_(educator)
H._B._Mayo
Thomas_McKeown_(physician)
Arnold_Smith
Walter_H._Stockmayer
Mervyn_Austin
Gordon_A._Craig
Dan_Davin
Guy_Otto_Farmer
George_Ignatieff
Philip_Mayer_Kaiser
Richard_Luyt
William_Douglas_Allen
Robert_S._Babcock
Roger_Gaudry
Penn_Kimball
John_Kenneth_Macalister
Bernard_A._Monaghan
Hilgard_Muller
George_Piranian
Walt_Whitman_Rostow
Elvis_Jacob_Stahr_Jr.
Murat_W._Williams
Howard_K._Smith
Denham_Sutcliffe
Michael_Thwaites
Harlan_Cleveland
Finlay_Crisp
Robert_Denoon_Cumming
Leigh_Gerdine
Kermit_Gordon
Ralph_Harry
Lawrence_Hogben
Moses_Morgan
Edgar_Ritchie
Robert_Gordon_Robertson
Dietrich_von_Bothmer
Edward_Weismiller
Byron_White
Morris_B._Abram
Bob_Baker_(politician)
Charles_Collingwood_(journalist)
Jack_Davis_(Canadian_politician)
William_Feindel
Paul_G%C3%A9rin-Lajoie
Edward_L._Hart
John_Hodgetts
Thomas_McGrath_(poet)
Lionel_W._McKenzie
Dom_Mintoff
Fabian_O%27Dea
Erich_Vermehren
Claude_Bertrand_(neurosurgeon)
James_Doull
James_George_(diplomat)
Arthur_Harcourt
Allan_Leal
Ossie_Newton-Thompson
Basil_Travers
Gordon_Blair_(politician)
Zelman_Cowen
Jack_Rumbold
Alan_Stewart_(educator)
Edwin_Busuttil
George_Cawkwell
Francis_Patrick_Donovan
Jack_Ridley_(engineer)
Hugh_Stretton
Anthony_van_Ryneveld
Roger_R._Bate
Allan_Blakeney
Paul_J._Bohannan
David_Candler
James_B._Engle
Peter_W._Fay
Alastair_Gillespie
James_Hester
George_Hilton_Jones_III
Nicholas_Katzenbach
Spencer_L._Kimball
Lovraj_Kumar
Marcel_Lambert
Robert_Q._Marston
Bernard_W._Rogers
Nicholas_V._Riasanovsky
Geoffrey_Serle
Edgar_F._Shannon_Jr.
William_Jay_Smith
Sandy_Tatum
Dudley_Thompson
Stansfield_Turner
Ronald_L._Barnard
William_J._Becker
Eugene_Burdick
Guy_Davenport
John_W._Douglas
Murray_Hofmeyr
Piet_Koornhof
Malcolm_McLane
John_McNaughton_(government_official)
Renfrey_Potts
Eric_Prabhakar
Elmer_Sprague
Robert_Burchfield
Creighton_Burns
Barney_Childs
Hugh_Alexander_Dunn
Peter_Durack
James_Greene_(Canadian_politician)
Oliver_Heyward
G%C3%A9rard_La_Forest
Steven_Muller
George_Munroe
Rob_Robertson-Cuninghame
George_W._Rogers_Jr.
W._Reece_Smith_Jr.
Lewis_Salter
Nelson_Ferebee_Taylor
John_Turner
Hector_Wynter
Peter_Hamilton_Bailey
James_H._Billington
Max_Bingham
John_Brademas
Lionel_Bryer
Paul-Andr%C3%A9_Cr%C3%A9peau
Charles_Till_Davis
Alan_Dowding
Raghavan_N._Iyer
Robert_K._Massie
Bruce_Rosier
George_Steiner
Tanjore_Ramachandra_Anantharaman
Thomas_A._Bartlett
Julien_Chouinard
Lloyd_Evans_(plant_physiologist)
Richard_N._Gardner
Allan_Gotlieb
Stuart_Hall_(cultural_theorist)
Robert_J._Harris_(mayor)
Tom_Harpur
Kenneth_Keniston
A._Walton_Litz
John_Stone_(Australian_politician)
James_H._Taylor
J._Ramsey_Bronk
Howard_J._Burnett
Rawdon_Dalrymple
Alain_Enthoven
James_Gobbo
George_Goodman
Elliott_H._Levitas
H._Ian_Macdonald
John_Searle
Neil_Smelser
Charles_Taylor_(philosopher)
Hugh_Templeton
Ronald_Lampman_Watts
Jean_Beetz
Guido_Calabresi
Edward_de_Bono
Michael_Denborough
Ronald_Dworkin
John_Robert_Evans
Bob_Hawke
Otto_Lang
Julian_Ogilvie_Thompson
Frank_Wells
Robert_Wells_(Canadian_politician)
Laurie_Ackermann
David_Alexander_(college_president)
Brock_Brower
"Leonard_Hoffmann,_Baron_Hoffmann"
Norman_Cantor
Brian_Goodwin
Richard_Lugar
Denis_McLean
Mancur_Olson
Robert_Paxton
Paul_Sarbanes
Francis_Slaven
Dale_Vesser
Diogenes_Allen
D._J._R._Bruckner
Ranjit_Roy_Chaudhury
James_Griffin_(philosopher)
Arthur_H._Hayes_Jr.
Verdel_Kolve
Colin_Maiden
John_H._Morrison
Reynolds_Price
Peter_H._Russell
John_Winthrop_Sears
Peter_Serracino_Inglott
Robert_Solomon_(politician)
"Johan_Steyn,_Baron_Steyn"
Gilbert_Strang
Ian_Wilson_(politician)
Virendra_Dayal
Thomas_De_Koninck
Anthony_King_(political_scientist)
Arthur_Kroeger
Geoff_Miller_(diplomat)
Willie_Morris
Robert_B._Pirie_Jr.
Neil_Leon_Rudenstine
Edwin_Yoder
Ranjit_Bhatia
Bob_Bilger
Neal_Blewett
Glen_Bowersock
Antonio_Gotto
Erich_S._Gruen
David_Goldbloom
Griffith_R._Harsh
Roy_Hofheinz_Jr.
Chris_Maxwell_(jurist)
Edward_J._Nell
Rex_Nettleford
Robert_I._Rotberg
Aaron_Sloman
Peter_Blaikie
Alexander_Fetter
John_V._Fleming
Yves_Fortier_(lawyer)
Roger_Howell_Jr.
Jonathan_Kozol
Kris_Kristofferson
Manmohan_Malhoutra
Mervyn_Morris
Joseph_Nye_Jr.
Stephen_Clarkson
Peter_M._Dawkins
Benjamin_B._Dunlap
Michael_Fried_(art_critic)
John_F._Helliwell
Thomas_E._Hill_(academic)
Bradley_C._Hosmer
Don_Mathieson_(lawyer)
Desmond_Morton_(historian)
David_Pithey
Richard_E._Rubenstein
Richard_Deane_Terrell
Shahid_Javed_Burki
Richard_F._Celeste
Robert_Darnton
Davis_Earle
John_S._Grinalds
Lebrecht_Wilhelm_Fifi_Hesse
Julian_Jack
Girish_Karnad
David_Malcolm
Charles_W._Maynes
John_Andrew_Rice
Lester_C._Thurow
Frank_Berman
Graham_Bond_(gymnast)
Angus_Cameron_(academic)
Howard_D._Graves
William_G._Pietersen
David_Souter
Henry_Vernon_Wong
Eric_Anthony_Abrahams
Rex_Adams
E._D._Berman
Brian_De_Garis
Rory_Donnellan
John_Finnis
James_J._Fox
David_B._Frohnmayer
Bryan_Gould
David_Hodgson_(judge)
Shaukat_Hameed_Khan
Donald_Melrose
Richard_Portes
David_Boren
Josiah_Bunting_III
George_Butterfield_(businessman)
Sheldon_Chumir
John_Eekelaar
Marcel_Mass%C3%A9
Walter_B._Slocombe
Allan_Taylor_(diplomat)
Michel_Vennat
John_Edgar_Wideman
R._James_Woolsey
Montek_Singh_Ahluwalia
David_Baragwanath
Robin_Boadway
Thomas_P._Gerrity
Robert_Harrison_(financier)
Dyson_Heydon
R._W._Johnson
Larry_Pressler
Bill_Rowe
Wasim_Sajjad
James_Gustave_Speth
Ralph_C._S._Walker
Peter_H._Wood
John_Adams_(Canadian_general)
Tommy_Bedford
Bill_Bradley
Richard_Danzig
Modris_Eksteins
Frederick_Goldstein
John_B._Ritch_III
Aftab_Seth
Philip_Slayton
Daryl_Williams_(politician)
John_J._M._Bergeron
Michael_C._Bonello
Andrew_Brook
Ashton_Calvert
Wesley_Clark
Jonathan_Culler
David_E._Kendall
Terrence_Malick
Trevor_Munroe
Wilson_Parasiuk
Prabhat_Patnaik
Samuel_Shem
Michael_Spence
Michael_Teitelbaum
Richard_W._Tsien
Thomas_H._Allen
John_Doyle_(judge)
Peter_Edwards_(historian)
David_C._Hardesty_Jr.
Karl_Marlantes
Deepak_Nayyar
Stephen_A._Oxman
"Peter_Wilson_(cricketer,_born_1944)"
Alan_Bersin
Dennis_C._Blair
Colin_Bundy
Mike_Burton_(cricketer)
Peter_Cameron_(mathematician)
Peter_Conrad_(academic)
Robert_Earl_(U.S._Marine)
Boisfeuillet_Jones_Jr.
William_A._Fletcher
Chris_Laidlaw
Robert_McCallum_Jr.
David_Millener
Rex_Murphy
G._L._Peiris
Walter_F._Pratt
David_Satter
Richard_G._Stearns
Strobe_Talbott
Ronald_Thwaites
Jim_Amoss
David_Freedberg
Kenneth_Hayne
Ira_Magaziner
Roger_B._Porter
Selwyn_Maister
Michael_Ponsor
Bob_Rae
Kurt_Schork
Danny_Williams_(Canadian_politician)
David_Vernon_Williams
Bruce_E._Cain
James_Fallows
Louis_Grech
Dennis_J._Hutchinson
Kent_M._Keith
Susan_Kippax
David_S._Painter
Gregory_Petsko
David_Quammen
Eric_Redman_(businessman)
Geoffrey_Robertson
Charles_A._Shanor
Patrick_Shea_(Utah_lawyer)
Richard_H._Trainor
James_Atlas
Joseph_L._Badaracco
John_C._Baldwin
Jonathan_Borwein
Etienne_de_Villiers
Stuart_Hamilton_(public_servant)
"Richard_Lee_(cricketer,_born_1950)"
John_Luik
Chris_Mann_(poet)
Thomas_W._Merrill
Andrew_Murray_(Australian_politician)
Roland_Paver
Paul_A._Rahe
Franklin_Raines
Tom_Sancton
Kurt_Schmoke
Tom_Birmingham
Christopher_Cordner
Keith_P._Ellison
Geoff_Gallop
Lane_P._Hughston
Michael_Kinsley
Robert_Luskin
Alan_Morinis
David_Skegg
Nicholas_Spaeth
Kim_Beazley
E._J._Dionne
Peter_Gross_(judge)
Richard_N._Haass
Chris_Hendrickson
Robert_Joy
Frank_Klotz
John_Misha_Petkevich
Peter_M._Sacks
Alex_Sceberras_Trigona
Nicholas_Allard
T._A._Barron
Rod_Eddington
Elliot_Gerson
Brian_C._Griffin
Alan_Hobkirk
Walter_Isaacson
Charles_Thomas_McMillen
Mark_Abley
Kwamena_Ahwoi
John_Bell_(physician)
Clayton_Christensen
Jim_Cooper
Russ_Feingold
Mike_Fitzpatrick_(footballer)
Pat_Haden
Peter_King_(Australian_politician)
Scott_Matheson_Jr.
Michael_G._McCaffery
James_Merrell
Michael_Poliakoff
Mel_Reynolds
Larry_Sabato
Michael_Sandel
James_Basker
Hans-Paul_B%C3%BCrkner
Edwin_Cameron
Ash_Carter
William_Cronon
Ches_Crosbie
John_Hood_(university_administrator)
A._Douglas_Stone
Salim_Yusuf
Daniel_Fournier
Laura_Garwin
Eileen_E._Gillese
Gerrit_W._Gong
David_Hatendi
Clay_S._Jenkinson
Randall_Kennedy
Michael_L%27Estrange
Andrew_Michelmore
Ong_Teck_Chin
Jonathan_Ross_(cricketer)
Richard_Stengel
Hubertus_van_der_Vaart
Beth_Woods
James_Belich_(historian)
Jacques_Hurtubise_(mathematician)
Eric_Lander
Anita_Mehta
Loyiso_Nongxa
Evelyn_O%27Callaghan
Ann_Olivarius
Ba%C5%86uta_Rubess
Virginia_A._Seitz
Lucy_Sichone
Malcolm_Turnbull
Doron_Weber
Wendy_Carlin
Nancy-Ann_Min_DeParle
James_Der_Derian
Sandra_Fredman
Paul_Gootenberg
Stephen_Gumley
James_E._K._Hildreth
Michael_Hoffman_(director)
David_Lodge_(biologist)
Robert_Maloney_(doctor)
John_McCaskill
C._David_Naylor
Robin_Russin
Stephen_K._Burley
L._Gordon_Crovitz
Philip_Crowe_(rugby_union)
Billy_Downer
Don_Elder
Clark_Ervin
John_MacBain
Barry_Nalebuff
Max_Price
Sivarasa_Rasiah
Adam_Rome
Mortimer_Sellers
Elsdon_Storey
Marc_Tessier-Lavigne
Andrew_Wilkinson_(Canadian_politician)
Tony_Abbott
Michael_H._Albert
Joel_Bakan
Daniel_C._Esty
Christine_French
Bernard_Hibbitts
Michelle_D._Johnson
Nicholas_D._Kristof
Donald_Markwell
Elizabeth_Sherwood-Randall
Simon_Upton
Barton_Gellman
Benedict_Kingsbury
Bruce_Reed_(political_operative)
Ricky_L._Waddell
Heather_Wilson
Brenda_Buttner
David_Celermajer
Charles_R._Conn
Christopher_Eisgruber
David_Frederick
Bill_Halter
Elizabeth_Kiss
Marvin_Krislov
Mark_S._Martins
Lois_Quam
David_Vitter
John_Wylie_(businessman)
Dominic_Barton
Richard_Flanagan
Brian_Greene
Christopher_Hedrick
Elizabeth_Hollingworth
Raymond_Lim
Robert_Malley
Hunter_Monroe
Christopher_J._L._Murray
Nicoli_Nattrass
index.php?title=Gareth_Penny&action=edit&redlink=1
Daniel_R._Porterfield
Hugh_Possingham
Catherine_Sandoval
Craig_Scott_(politician)
Sarah_Sewall
Graham_Steele
George_Stephanopoulos
Kevin_Thurm
Michael_Kilborn
David_Kirk
Peter_Rathjen
Naomi_Wolf
Alec_Cameron_(academic)
Chen_Show_Mao
Bryan_Horrigan
Eric_Hoskins
Maurice_Jones
Vivian_Lee
Michael_McFaul
Elliott_Portnoy
Mahesh_Rangarajan
Susan_Rice
Ben_Sherwood
Bonnie_St._John
Joe_Torsella
Wilhelm_Verwoerd
Michael_Barr_(Treasury_official)
David_Chalmers
Sarah_Cleveland
James_Collins_(bioengineer)
Elizabeth_M._Cousens
Merlin_Crossley
Atul_Gawande
Sagarika_Ghose
Asher_Lopatin
Sylvia_Mathews_Burwell
Simon_Palfrey
Patrick_Pichette
David_Polkinghorne_(cricketer)
Brett_Scharffs
John_Tien
Ute_Wartenberg
Andrew_Wee
Jacob_Weisberg
Jennifer_Welsh
Ngaire_Woods
Kathryn_Brown
Knute_Buehler
Sanjay_Chauhan_(cricketer)
John_Devereux_(academic)
Richard_Drayton
Ceri_Evans
Bryan_Hassel
Jim_Himes
Caroline_Hoxby
John_Nagl
Ann_Nicholson
Jonathan_Wilkinson
Paul_O._Carrese
Brad_Carson
Anna_Donald
Katherine_Eban
Christopher_Ashley_Ford
Brad_Hoylman
Tom_Malinowski
Maureen_N._McLane
Michael_McCullough_(entrepreneur)
Jay_Rubenstein
John_Tasioulas
Danielle_Clode
Jen_Easterly
Michael_Szonyi
Martina_Vandenberg
Tara_Welch
Rufus_Black
David_Coleman_(education)
Jeff_Dolven
Chrystia_Freeland
Peter_Blair_Henry
Christopher_B._Howard
Edward_Iacobucci
Goodwin_Liu
Arthur_Mutambara
Greg_Pak
Jeff_Shesol
Leonard_P._Stark
Angus_Taylor_(politician)
Kenji_Yoshino
Arash_Abizadeh
Cory_Booker
Jonah_Edelman
Noah_Feldman
Nikolas_Gvosdev
Marnie_Hughes-Warrington
Bobby_Jindal
Marc_Lipsitch
Neel_Mukherjee_(writer)
Richard_Primus
Tracy_Robinson
Sanjeev_Sanyal
Catherine_Sharkey
Bob_Sternfels
Jack_Turner_(writer)
Dmitri_Tymoczko
Peter_Beinart
Carellin_Brooks
Mahmood_Farooqui
Taylor_Fravel
Eric_Garcetti
Stephen_L._Morgan
Siddhartha_Mukherjee
Niles_Pierce
Gina_Raimondo
Faith_Salie
Randy_Boissonnault
Attila_Brungs
Lisa_Gorton
Randal_Pinkett
Geraldine_Wright
Andrew_Zawacki
Jenny_Cooper_(lawyer)
Drew_Hansen
Benjamin_Jones_(economist)
Desmond_Koh
Rachel_Maddow
Audri_Mukhopadhyay
Cristina_M._Rodr%C3%ADguez
Jonny_Steinberg
Brenton_Brown
Byron_Byrne
Vahni_Capildeo
Mark_Embree
Michelle_Gavin
Eric_Greitens
Lisa_Grushcow
Rosemary_Langford
Nicholas_Pirihi
Lavanya_Rajamani
Anasuya_Sengupta
Alexander_Straub_(entrepreneur)
Simon_Chesterman
David_Eadie
Michael_Fullilove
Ross_Garland
Simon_Hollingsworth
Tali_Farhadian_Weinstein
Maryana_Iskander
Ben_Jealous
Nils_Ole_Oermann
Pardis_Sabeti
Damon_Salesa
Annette_Salmeen
D._John_Sauer
James_Edelman
Bryan_S._Graham
Menaka_Guruswamy
Patrick_Hayden_(scientist)
C._Raj_Kumar
Eboo_Patel
Noam_Scheiber
Micah_Schwartzman
Rachel_Simmons
Dhananjayan_Sriskandarajah
Jake_Sullivan
John_Tye_(whistleblower)
Antonio_Delgado_(politician)
Jonathan_Finer
Mary_Anne_Franks
Marc_Kielburger
Robert_McGill_(writer)
Aly_Kassam-Remtulla
Beth_Shapiro
Calvin_Thigpen
Ben_Cannon
Neil_Hanchard
Cameron_Hepburn
Craig_Mullaney
Meghana_Narayan
Fasi_Zaka
Luke_Bronin
Sara_Bronin
Karen-Mae_Hill
Sarah_Stewart_Johnson
Wes_Moore
"Alex_Wyatt_(cricketer,_born_1976)"
Stephen_Daley
Lillian_Pierce
Rob_Porter
Thum_Ping_Tjin
Chesa_Boudin
Jeremy_England
Cyrus_Habib
Jonah_Lehrer
Jessica_Melbourne-Thomas
Sasha_Polakow-Suransky
Devi_Sridhar
Cyril_Almeida
Cristina_A._Bejan
Jared_Cohen
Bethany_Ehlmann
Tope_Folarin
Jennifer_M._Harris
Pete_Buttigieg
Melissa_Dell
Catherine_Frieman
Andy_Kim_(politician)
Neil_Kruger
Atishi_Marlena
Tucker_Murphy
K._Sabeel_Rahman
Garrett_Johnson
Rosara_Joseph
Jennifer_Robinson_(lawyer)
Amia_Srinivasan
Holly_Walker
Leana_Wen
Ren%C3%A9e_Hlo%C5%BEek
Abdul_El-Sayed
Kingwa_Kamencu
Nanjala_Nyabola
Myron_Rolle
Abigail_Seldin
Raph_Graybill
Mari_Rabie
Gautam_Bhatia_(lawyer)
Varun_Sivaram
Ronan_Farrow
Joy_Buolamwini
Shamma_Al_Mazrui
Ntokozo_Qwabe
L%C3%A9o_Bureau-Blouin
Sherona_Forrester
Maike_van_Niekerk
Ren_Naying
Hou_Yifan
Madison_Tung
George_Washington
John_Adams
Thomas_Jefferson
James_Madison
James_Monroe
John_Quincy_Adams
Andrew_Jackson
Martin_Van_Buren
William_Henry_Harrison
John_Tyler
James_K._Polk
Zachary_Taylor
Millard_Fillmore
Franklin_Pierce
James_Buchanan
Abraham_Lincoln
Andrew_Johnson
Ulysses_S._Grant
Rutherford_B._Hayes
James_A._Garfield
Chester_A._Arthur
Grover_Cleveland
Benjamin_Harrison
William_McKinley
Theodore_Roosevelt
William_Howard_Taft
Woodrow_Wilson
Warren_G._Harding
Calvin_Coolidge
Herbert_Hoover
Franklin_D._Roosevelt
Harry_S._Truman
Dwight_D._Eisenhower
John_F._Kennedy
Lyndon_B._Johnson
Richard_Nixon
Gerald_Ford
Jimmy_Carter
Ronald_Reagan
George_H._W._Bush
Barack_Obama
Donald_Trump
Joe_Biden
Alain_LeRoy_Locke
Laura_Bush
Lynne_Cheney
Nancy_Kissinger
Marilyn_Quayle
Sophie_Gr%C3%A9goire_Trudeau
Susan_Weber_(historian)
Hillary_Rodham
Doug_Emhoff
Lyudmila_Putina
Priscilla_Chan
MacKenzie_Scott
Melinda_French
Ashley_Estes_Kavanaugh
Ke_Lingling
Peng_Liyuan
Ginni_Thomas
Andrea_Mitchell
George_Akerlof
Edward_Sugden_(methodist)
Gertrude_Schoepperle
Laura_Hibbard_Loomis
Mary_Herring
Edna_Manley
Ida_Gordon
Evelyn_Lett
Editha_Olga_Bailey
Virginia_Durr
index.php?title=Helen_Hill_Miller&action=edit&redlink=1
Fay_Wray
Norah_Michener
Marian_Dale_Scott
Harriet_Mayor_Fulbright
Clarita_Tiefenbacher
Myrna_Loy
Mary_Gluckman
Elspeth_Rostow
Louise_Allbritton
Alison_Burton
Susan_McLane
Geills_Turner
index.php?title=Danielle_L._Gardner&action=edit&redlink=1
Sondra_Gotlieb
Catherine_Hall
Sally_Brophy
Hazel_Hawke
Blanche_d%27Alpuget
Deborah_McCawley
Meg_Whitman
Rita_Coolidge
Mary_M._Ourisman
Dagmar_Braun_Celeste
Isher_Judge_Ahluwalia
Utsa_Patnaik
Michelle_Gordon_(judge)
Arlene_Perly_Rae
Deborah_Fallows
Kathy_Lette
Selma_Botman
Clayton_Spencer
Jef_McAllister
Lucy_Turnbull
Elizabeth_Esty
Margie_Abbott
Sheryl_WuDunn
Tom_Adkins
Wendy_Vitter
Tom_Conroy
Ali_Wentworth
Samantha_Nutt
Melanie_Verwoerd
Rajdeep_Sardesai
Alan_Thomas_(philosopher)
Ann_M._O%27Leary
Sarah_Sze
Sheena_Chestnut_Greitens
Lia_Epperson
Jenny_Salesa
Lacey_Schwartz
Chasten_Buttigieg
Martha_Washington
Abigail_Adams
Martha_Jefferson
Dolley_Madison
Anna_Harrison
Elizabeth_Monroe
Hannah_Van_Buren
Rachel_Jackson
Letitia_Christian_Tyler
Julia_Gardiner_Tyler
Margaret_Taylor
Louisa_Adams
Sarah_Childress_Polk
Jane_Pierce
Abigail_Fillmore
Caroline_C._Fillmore
Eliza_McCardle_Johnson
Mary_Todd_Lincoln
Lucy_Ware_Webb
Lucretia_Garfield
Julia_Grant
Frances_Cleveland
Nell_Arthur
Caroline_Harrison
Mary_Dimmick_Harrison
Florence_Kling
Ida_Saxton_McKinley
Helen_Herron_Taft
Lou_Henry_Hoover
Alice_Hathaway_Lee_Roosevelt
Edith_Carow
Lady_Bird_Johnson
Grace_Coolidge
