name
Adewale_Adeyemo
Afsin_Yurdakul
Albert_Bourla
Alex_Karp
Ana_Pinho
André_Kudelski
Andreas_Treichl
Anne_Applebaum
Ashley_J._Tellis
Audrey_Azoulay
Beate_Meinl-Reisinger
Ben_Hodges
Ben_van_Beurden
Bernard_Émié
Bernard_Looney
Carlos_Núñez
Celeste_Wallander
Charles_Emond
Charles_Michel
Chrystia_Freeland
Connie_Hedegaard
Constanze_Stelzenmüller
Craig_J._Mundie
David_H._Petraeus
David_Lammy
Demis_Hassabis
Didier_Reynders
Dimitri_Papalexopoulos
Diogo_Salvi
Elizabeth_Economy
Emma_Walmsley
Emre_Erdogan
Eric_E._Schmidt
Erkki_Liikanen
Francesco_Starace
Gideon_Rachman
Gina_M._Raimondo
Grace_Reksten_Skaugen
Henry_A._Kissinger
Henry_R._Kravis
Ida_Auken
Isabel_Furtado
Jake_Sullivan
James_H._Baker
Jean_Marc_Huët
Jen_Easterly
Jens_Stoltenberg
Jeremy_Fleming
John_Sawers
Jörg_Kukies
José_Luís_Arnaut
José_Manuel_Albares
José_Manuel_Barroso
Kaius_Niemi
Kevin_Scott
Kurt_Campbell
Kyriakos_Pierrakakis
Kyrsten_Sinema
Lena_Hallengren
Livia_Leu
Marcus_Wallenberg
Margaritis_Schinas
Marie-Josée_Kravis
Mark_J._Carney
Mark_Little
Mark_Rutte
Mark_Sedwill
Markos_Veremis
Martin_Krasnik
Martin_Lundstedt
Mary_Kay_Henry
Mathias_Döpfner
Mellody_Hobson
Michael_Gove
Michael_Kofman
Michael_Mullen
Michael_O'Leary
Mithat_Rende
Murat_Yetkin
Mustafa_Suleyman
Nadia_Schadlow
Nuno_Sebastião
Oksana_Markarowa
Ömer_Koç
Øyvind_Eriksen
Pablo_Casado
Paschal_Donohoe
Patricia_Barbizet
Patrick_Pouyanné
Paul_M._Achleitner
Peter_Thiel
Peter_Wennink
Radoslaw_Sikorski
Ralph_Hamers
Reid_Hoffman
Roger_C._Altman
Sam_Altman
Sanna_Marin
Sergio_Ermotti
Shashank_Joshi
Stefano_Feltri
Tarun_Chhabra
Thomas_Buberl
Thomas_Byrne
Thomas_Leysen
